symbol,year,quarter,category,company_name,sector,success,error,time_seconds,prediction,confidence,direction_score,actual_return_30d_pct,correct,trade_long,trade_long_tier,summary,input_tokens,output_tokens,cost_usd,risk_code,long_block_reason,eps_surprise,earnings_day_return,pre_earnings_5d_return,computed_positives,computed_vetoes,le_DirectionScore,le_LongEligible,le_HardPositivesCount,le_HardVetoCount,le_GuidanceRaised,le_DemandAcceleration,le_MarginExpansion,le_FCFImprovement,le_VisibilityImproving,le_GuidanceCut,le_DemandSoftness,le_MarginWeakness,le_CashBurn,le_VisibilityWorsening,le_PricedInRisk,reaction_date
COO,2019,3,LOSER,Cooper Companies (The),Healthcare,True,,75.36934971809387,UP,0.6,6.0,-10.9799,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they raised revenue and EPS guidance and emphasized product/daily-lens momentum (MyDay/Clariti +23%, Asia Pac +13%), while calling out continued investments and regulatory items. Main upside drivers: raised guidance, accelerating daily-silicone lens demand, improved consolidated operating margin and deleveraging/strong free cash flow trends. Main downside drivers: the stock already sold off hard on the report (-5.73% intraday), slig",5269,1165,0.003647,high,HIGH_RISK,,-5.7334,-0.38,5,0,6.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,High,2019-08-29
CPB,2019,2,GAINER,Campbell Soup Company,Consumer Defensive,True,,100.97455430030824,DOWN,0.4,4.0,18.9,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they reaffirmed fiscal guidance, emphasized cost‑savings execution and debt reduction, and framed a clearer outlook for margin recovery. Upside drivers: strong cash flow (YTD operating cash $846M), delivered cost savings ($50M this quarter, $95M YTD), and acquisition-driven revenue/segment earnings uplift (Snyder’s‑Lance). Downside drivers: substantive profitability deterioration (adjusted EPS -23%, adjusted gross margin down 4.3pts",5084,1714,0.004699,low,HAS_VETOES,,10.0273,2.93,2,2,4.0,NO,2.0,2.0,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,Low,2019-06-05
ACGL,2020,3,GAINER,Arch Capital Group,Financial Services,True,,78.54642605781555,DOWN,0.5,5.0,10.3188,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — management highlighted strong realized pricing and premium growth (P&C NWP +25% YoY, reinsurance +38%, group rate +11% with rate trend expected to continue), but repeatedly emphasized reserve caution (large $203.3m cat losses, ~80% of COVID losses still IBNR) and mortgage insurance uncertainty. Upside drivers: accelerating premium growth, meaningful rate increases, improved combined ratios ex-cats and book value growth. Downside drivers: large c",5440,1691,0.004742,medium,HAS_VETOES,0.1599999999999999,-0.723,-5.03,4,1,5.0,NO,4.0,1.0,NO,YES,YES,YES,YES,NO,NO,NO,NO,YES,Medium,2020-07-29
RL,2020,3,LOSER,Ralph Lauren Corporation,Consumer Cyclical,True,,76.95774006843567,DOWN,0.4,4.0,-35.0256,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary cites regional headwinds (Hong Kong/FX), a conservative near‑term outlook (low single‑digit revenue growth) and emphasis on uncertainty despite pockets of strength. Upside drivers: AUR expansion (NA and Europe), gross- and operating-margin improvement, strong China growth and digital momentum in Europe, and a small EPS beat; downside drivers: a large pre‑earnings run, higher marketing/opex deleverage, an 8% decline in NA wh",5115,1822,0.004923,medium,HAS_VETOES,0.16734693877551,9.2001,9.78,1,2,4.0,NO,1.0,2.0,NO,UNKNOWN,YES,UNKNOWN,NO,NO,YES,NO,UNKNOWN,YES,Medium,2020-08-04
ORCL,2020,3,GAINER,Oracle Corporation,Technology,True,,79.89216303825378,UP,0.6,6.0,34.0955,True,False,,"**PART 1 - Analysis:**
Management tone from the call reads as Balanced (no clear upbeat language nor explicit caution in the supplied facts). The market did a relief rally (large pre-earnings sell-off of -17.1% followed by a +20.4% move at earnings) on a near in-line EPS print (+$0.01), which suggests short-covering/positioning and a modest positive surprise rather than a durable fundamental re-acceleration. Upside over 30 days would come from momentum/covering and any follow-through on modest b",3233,1364,0.003536,low,D6_SECTOR_EXCLUDED,0.0104166666666666,20.4271,-17.08,0,0,6.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2020-09-10
MMC,2019,4,LOSER,Marsh McLennan,Financial Services,True,,80.07827591896057,DOWN,0.4,4.0,-14.9215,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — there were no strong upbeat or cautionary signals highlighted in the notes/transcript, and the reported results were essentially in-line with expectations. Upside drivers: a tiny EPS beat (+$0.01) and solid revenue base (≈$6.35B) that suggest underlying stability. Downside drivers: in-line/tepid surprise, a modest negative market reaction on the day (-1.16%), and no evidence of raised forward guidance or new positive catalysts — creating a mild ",3233,946,0.0027,medium,DIR_TOO_LOW,0.0084745762711864,-1.1558,0.32,0,0,4.0,NO,0.0,0.0,NO,NO,UNKNOWN,UNKNOWN,NO,NO,NO,NO,UNKNOWN,UNKNOWN,Medium,2019-10-29
AAPL,2023,4,GAINER,Apple Inc.,Technology,True,,84.5531210899353,DOWN,0.4,4.0,10.3171,False,False,,"**PART 1 - Analysis:**
Management tone is Moderately cautious — they celebrated record iPhone, Services, EPS and margins but emphasized a shorter quarter, supply constraints, FX headwinds and a more tempered outlook (flat/in‑line revenue guidance). Upside drivers: record Services ($22.3B, +16%) and margin expansion (company gross margin 45.2%, product margin +120bps) plus strong cash flow; downside drivers: significant pre-earnings run-up (+6.4%), guidance only in‑line/flat with cautious comment",5252,1534,0.004381,medium,HAS_VETOES,0.0503597122302158,-0.5181,6.4,2,2,4.0,NO,2.0,2.0,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,Medium,2023-11-02
VTR,2019,3,LOSER,Ventas,Real Estate,True,,95.23211789131165,DOWN,0.4,4.0,-20.6568,True,False,,"**PART 1 - Analysis:**
Management tone is Moderately cautious — they raised FFO this quarter but repeatedly pointed to SHOP weakness, widened occupancy gaps, slower REVPOR, and revised near‑term outlook for the SHOP portfolio. Upside drivers: stronger normalized FFO ($0.96), robust R&I and office/triple‑net NOI performance, modest expense control and Canadian outperformance; Downside drivers: SHOP same‑store NOI down 5%, occupancy gap widened to ~115 bps at September end, REVPOR decelerating, an",5258,1532,0.004378,high,HIGH_RISK,,-8.9278,-9.42,0,4,4.0,NO,0.0,3.0,NO,NO,NO,UNKNOWN,NO,YES,YES,YES,UNKNOWN,YES,High,2019-07-26
MU,2019,3,GAINER,Micron Technology,Technology,True,,85.2167420387268,UP,0.7,7.0,30.4468,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — the aftermarket +13.34% move implies management delivered a positive surprise or upbeat guidance/forward commentary. Main upside drivers: large earnings-day rally (signaling a beat/guide-up or materially better outlook), and the stock had not run up into the print (5‑day pre‑earnings = -4.7%), lowering sell‑the‑news risk. Main downside drivers: I have no transcript/guidance text here (risk that the beat is driven by one‑offs or that",3212,1575,0.003953,low,D7_EPS_MISSING,,13.3415,-4.7,0,0,7.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2019-09-26
NEM,2019,1,GAINER,Newmont,Basic Materials,True,,114.9637680053711,UP,0.6,6.0,10.7764,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management highlighted strong cash flow, cost saves (Tanami power project), deleveraging and quantified synergies while setting medium-term production targets. Main upside drivers: strong free cash flow ($349m), special dividend and $1.25bn debt paydown (improves capital return and credit profile), solid production and lower AISC ($907/oz) plus operational savings from Tanami. Main downside drivers: no explicit guidance raise (forwa",5239,1508,0.004326,medium,BASIC_MATERIALS_DAY_RET_LOW,,-1.7702,-7.46,3,0,6.0,NO,3.0,0.0,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,Medium,2019-02-21
WDAY,2019,2,LOSER,"Workday, Inc.",Technology,True,,113.34065628051758,DOWN,0.3,3.0,-12.4067,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted strong subscription growth, backlog expansion and improved cash flow while flagging integration costs from the Adaptive acquisition and modest margin pressure. Main upside drivers: accelerating subscription revenue (+30% YoY), backlog growth (> $5.5B, +26% YoY) and stronger cash flow (TTM FCF +36%). Main downside drivers: unexpected acquisition-related expense and slight gross/operating margin compression, decline i",5405,1757,0.004865,high,HIGH_RISK,,-9.2412,3.3,3,2,3.0,NO,3.0,2.0,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,High,2019-05-28
IBM,2023,4,GAINER,IBM,Technology,True,,88.05731177330017,UP,0.6,4.0,12.6603,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — results showed clear operational improvements (revenue acceleration QoQ, margin expansion, strong free cash flow) but management gave only modest/typical forward commentary and flagged currency headwinds and a decline in infrastructure, so the medium-term tone is neither overtly bullish nor outright cautious. Main upside drivers: stronger-than-recent revenue and QoQ EPS rebound, margin expansion, and meaningful free cash flow / large cash balanc",4727,1825,0.004832,low,DIR_TOO_LOW,0.0238095238095238,9.4866,4.73,3,0,4.0,NO,3.0,0.0,NO,YES,YES,YES,UNKNOWN,NO,NO,NO,NO,UNKNOWN,Low,2024-01-24
PAYC,2020,4,LOSER,Paycom,Technology,True,,80.75769805908203,DOWN,0.4,4.0,-16.1586,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — the tiny EPS beat (0.84 vs 0.81) and lack of a positive market reaction imply management did not deliver materially upbeat forward commentary; nothing in the facts provided indicates explicit optimism or warnings. Main upside drivers: modest EPS beat and solid reported revenue (~$493.3M). Main downside drivers: the stock fell on the release (-1.69% on earnings day), no evidence of guidance being raised (sell-the-news risk), and no clear signs of",3233,1317,0.003442,medium,DIR_TOO_LOW,0.0370370370370369,-1.6905,2.46,0,0,4.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-11-04
DXCM,2020,3,LOSER,Dexcom,Healthcare,True,,85.9712381362915,UP,0.7,7.0,-20.2392,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they raised full-year revenue guidance, called out record new patient adds and sequential international acceleration, and guided for margin expansion. Main upside drivers: raised FY guidance (+$50M), accelerating revenue/new patient metrics, strong current gross and adjusted EBITDA margins and a large cash balance. Main downside drivers: a sharp earnings-day selloff (‑8.94%) signaling heavy sell-the-news pressure and elevated short-",5303,1610,0.004546,high,HIGH_RISK,0.4999999999999999,-8.9378,-3.01,4,0,7.0,NO,4.0,0.0,YES,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,High,2020-07-28
BG,2019,4,LOSER,Bunge Global,Consumer Defensive,True,,82.55551481246948,DOWN,0.5,5.0,-31.5636,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The company delivered a large EPS beat (market EPS surprise +4.77) but the stock was essentially flat on the print (+0.04%), which implies no material upward revision to guidance or that the beat may include one-offs; main upside driver is the reported earnings beat, main downside is likely in-line/neutral guidance and potential ""sell-the-news"" profit-taking.

**PART 2 - Summary:**
Given the strong EPS surprise but essentially no positive price r",3233,1285,0.003378,low,DIR_TOO_LOW,4.7727272727272725,0.0364,1.21,0,0,5.0,NO,0.0,0.0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Low,2019-10-30
HSIC,2019,1,GAINER,Henry Schein,Healthcare,True,,72.40013909339905,UP,0.7,7.0,13.8748,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — management raised the high end of the EPS range, reiterated organic growth targets, and highlighted margin expansion and ongoing buybacks. Main upside drivers: modest EPS/guidance raise, non‑GAAP operating margin expansion (~25 bps), solid medical segment growth and active buybacks ($150M this quarter, $250M remaining) that support near‑term EPS. Main downside drivers: some signs of slight deceleration vs recent quarters (seasonalit",5480,1517,0.004404,low,D7_EPS_MISSING,,5.4204,4.14,3,0,7.0,NO,2.0,0.0,YES,NO,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,Low,2019-02-20
HON,2019,4,LOSER,Honeywell,Industrials,True,,82.18248200416565,DOWN,0.3,3.0,-24.1505,True,False,,"PART 1 - Analysis:
Management tone: Moderately cautious. The quarter was essentially in-line (EPS beat only +$0.01) and the stock fell on the release (~-2.9%), which together point to either cautious/neutral guidance or lack of incremental catalysts; there are no clear bullish drivers (no guidance raise, no visible demand acceleration or margin improvement reported). Downside drivers: in-line results with sell-the-news reaction and likely conservative forward commentary; upside drivers: a tiny E",3233,1274,0.003356,medium,DIR_TOO_LOW,0.0098039215686274,-2.8709,-2.21,0,0,3.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-10-17
NWSA,2019,3,GAINER,News Corp (Class A),Communication Services,True,,94.93516707420348,DOWN,0.4,4.0,18.4764,False,False,,"**PART 1 - Analysis:**
Management tone: Balanced — there is no evidence of overt optimism or caution in the materials provided (no guidance raise, no strong positive wording, and results appear in-line). Upside drivers: sizable revenue base and an essentially flat earnings-day reaction (no immediate sell-off) reduce the chance of a large immediate negative move. Downside drivers: EPS effectively zero, no sign of raised guidance, and a meaningful pre-earnings 5-day sell-off (-6.77%) suggest inves",3213,1289,0.003381,low,DIR_TOO_LOW,,0.0876,-6.77,0,0,4.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-08-08
PNR,2019,1,LOSER,Pentair,Industrials,True,,74.53378295898438,DOWN,0.3,3.0,-13.961,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary emphasizes inventory destocking timing, segment headwinds (Aquatics and Filtration), higher debt from recent acquisitions, no buybacks, and conservative Q2 guidance (core sales flat to +1%). Main downside drivers: weaker-than-expected core sales (Q1 core sales -4%), material segment income and EPS declines, cautious/flat guidance for Q2, and a strong negative market reaction on the day (-5.24%). Upside drivers (limited): so",5063,1266,0.003798,high,HIGH_RISK,,-5.2384,-2.24,0,3,3.0,NO,0.0,3.0,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,High,2019-01-29
EXR,2019,4,LOSER,Extra Space Storage,Real Estate,True,,103.7052879333496,DOWN,0.3,3.0,-18.5442,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they celebrated record occupancy and an FFO beat but framed 2020 with markedly slower same-store revenue guidance (0.75–1.75%), expense growth of 4–5%, and same-store NOI guidance of -0.5% to +1%, flagging ongoing tax/marketing/payroll pressure. Main upside drivers: highest year‑end occupancy since 2015, a beat to core FFO and strong operating cash flow history, and continued external growth via acquisitions/management additions. Main",5369,1525,0.004392,high,HIGH_RISK,0.016,-6.8631,-3.65,1,3,3.0,NO,1.0,3.0,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,High,2019-10-29
BKR,2019,4,LOSER,Baker Hughes,Energy,True,,85.60126638412476,DOWN,0.4,4.0,-25.385,True,False,,"**PART 1 - Analysis:**
Management tone is ""Moderately cautious"" — commentary emphasized cost and separation-related charges, North America spending headwinds, and a measured outlook even as some operational metrics improved. Upside drivers: book-to-bill >1, RPO and equipment RPO up (backlog/visibility), sequential revenue recovery, improved adjusted operating margin rate, and a strong $1.1B free cash flow quarter. Downside drivers: an actual EPS that missed consensus (adjusted EPS 0.27 vs est 0.",5308,1649,0.004625,high,HIGH_RISK,-0.129032258064516,-0.22,-5.58,3,1,4.0,NO,3.0,1.0,UNKNOWN,NO,YES,YES,YES,NO,YES,UNKNOWN,NO,UNKNOWN,Medium,2019-10-30
MOS,2020,3,GAINER,Mosaic Company (The),Basic Materials,True,,72.05911231040955,UP,0.6,6.0,15.6442,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they repeatedly cite tightening supply, rising realized prices (phosphate +11% MoM), low inventories, improving demand (potash +6% YTD; Brazil demand), margin expansion (gross margin to 27%) and strong cash generation / repayment of short-term COVID debt. Main upward drivers: clear margin recovery, explicit Q4 price guidance (+$50/ton vs Q3), improving demand signals and derisked liquidity (debt repaid, strong cash). Main downward d",4972,1817,0.004877,high,HIGH_RISK,0.0454545454545455,-12.1166,-6.32,5,0,6.0,NO,5.0,0.0,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,High,2020-08-03
SNPS,2020,2,GAINER,Synopsys,Technology,True,,139.601539850235,UP,0.6,6.0,20.4992,True,False,,"**PART 1 - Analysis:**
Management tone from the available call points appears ""Balanced"" — the company delivered an above-consensus EPS but there is no clear record of raised guidance or strong bullish language (no “robust/accelerating demand” nor “very optimistic” commentary). Main upside drivers: a meaningful EPS beat (+$0.23) and a positive intraday reaction (+1.8%) that supports near-term momentum. Main downside drivers: a modest pre-earnings run (+5.9%) that may have priced in part of the g",3233,1166,0.00314,medium,D6_SECTOR_EXCLUDED,0.2323232323232323,1.8251,5.93,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-05-20
NRG,2019,1,LOSER,NRG Energy,Utilities,True,,93.16083669662476,DOWN,0.4,4.0,-14.2293,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced — they reaffirmed 2019 guidance, highlighted realized cost savings and a large buyback, but openly acknowledged retail segment weakness and seasonality in free cash flow. Main upside drivers: stronger consolidated EBITDA (+15% YoY), $130M transformation savings realized and $500M buyback already completed (supports EPS/share near-term). Main downside drivers: $58M decline in non‑transformation retail EBITDA, only a guidance reaffirmation (no raise",5262,1543,0.004402,medium,HAS_VETOES,,-2.4168,-3.23,1,1,4.0,NO,1.0,1.0,NO,NO,YES,UNKNOWN,NO,NO,YES,NO,NO,NO,Medium,2019-02-28
XOM,2020,3,GAINER,ExxonMobil,Energy,True,,158.59884309768677,DOWN,0.4,4.0,28.0558,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they flagged stabilization and sequential improvement (QoQ upstream recovery, volume gains, OpEx savings) but repeatedly qualified that with persistent headwinds (weak downstream margins, mandated curtailments, outages) and cautious forward language. Main upside drivers: QoQ earnings improvement driven by upstream recovery, higher volumes across businesses, and material OpEx savings; these could temper near-term downside. Main downs",5282,1660,0.00464,medium,HAS_VETOES,0.28,-1.0616,-4.51,1,4,4.0,NO,1.0,4.0,NO,YES,NO,NO,UNKNOWN,NO,YES,YES,YES,YES,Medium,2020-07-31
CNC,2019,3,GAINER,Centene Corporation,Healthcare,True,,91.87632703781128,DOWN,0.4,4.0,13.0746,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary and pacing around results emphasized uncertainty/near-term headwinds rather than bullish acceleration. Upside drivers: large revenue base and recent pre-earnings momentum that could sustain short-term interest. Downside drivers: continued negative EPS (profitability pressure), a substantial 5-day pre-earnings run-up (+8.09%) creating sell‑the‑news risk, and only a small negative intraday reaction (-1.79%) consistent with in",3212,1139,0.003081,medium,HAS_VETOES,,-1.7898,8.09,0,3,4.0,NO,0.0,3.0,NO,UNKNOWN,NO,UNKNOWN,NO,NO,YES,YES,UNKNOWN,YES,Medium,2019-07-23
DLTR,2019,4,GAINER,Dollar Tree,Consumer Defensive,True,,129.82198023796082,UP,0.6,6.0,13.1245,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — the market's ~+5.1% intraday reaction and the reported revenue ($4.751B) with EPS $1.20 imply management framed the quarter as solid and relatively constructive for the next 1–2 quarters. Main upside drivers: the strong earnings-day move (suggesting a positive surprise or at least better-than-feared execution) and healthy absolute top-line and EPS print. Main downside drivers: a moderate pre-earnings run-up (~+4.8%) creates some sel",3212,1419,0.003641,low,D6_EPS_MISSING,,5.1116,4.78,0,0,6.0,NO,0.0,0.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Low,2019-11-26
HIG,2019,4,LOSER,Hartford (The),Financial Services,True,,150.6042821407318,DOWN,0.3,3.0,-56.3518,True,False,,"PART 1 - Analysis:
Management tone reads as Moderately cautious — the modest EPS beat (+$0.08) failed to prevent a ~4% intraday sell-off, which typically signals cautious forward commentary or in-line/soft guidance. Upside drivers: modest EPS beat, solid reported revenue (~$7.15B) and no obvious one-time charges reported; Downside drivers: earnings-day -4.02% price response, likely conservative/in-line guidance or commentary about demand, and no signs of raised guidance or accelerating demand.

",3233,1248,0.003304,high,HIGH_RISK,0.0833333333333332,-4.0239,-1.64,0,2,3.0,NO,0.0,2.0,NO,NO,NO,UNKNOWN,NO,NO,YES,UNKNOWN,UNKNOWN,YES,High,2019-11-04
TTWO,2020,3,LOSER,Take-Two Interactive,Technology,True,,74.56275796890259,DOWN,0.3,3.0,-14.0285,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — the call and outcomes (EPS miss and large sell-off) implied cautious language and limited upside revision rather than confident acceleration. Main downside drivers: a modest EPS miss (1.63 vs 1.75) and a sharp market reaction on the day (-11.85%), which signal disappointment and likely conservative forward commentary; upside drivers are limited (no guidance raise, no clear demand acceleration), leaving only the possibility of a short-",3233,1333,0.003474,high,HIGH_RISK,-0.0685714285714286,-11.8522,0.24,0,0,3.0,NO,0.0,0.0,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,High,2020-08-03
TAP,2020,1,LOSER,Molson Coors Beverage Company,Consumer Defensive,True,,91.76073789596558,DOWN,0.3,3.0,-17.5872,True,False,,"PART 1 - Analysis:
Management tone: Moderately cautious — the large intraday sell-off despite an EPS beat implies management framed the quarter with caution/uncertainty (no clear upbeat guidance or accelerating demand was signaled). Upside drivers: a reported EPS beat and any one-off items or cost saves that supported the quarter. Downside drivers: big -11.2% earnings-day drop, likely cautious/less-positive forward commentary or guidance inertia, and signs of demand softness or deteriorating und",3233,1394,0.003596,high,HIGH_RISK,0.1666666666666666,-11.1761,-2.05,0,2,3.0,NO,0.0,2.0,NO,NO,NO,UNKNOWN,NO,UNKNOWN,YES,UNKNOWN,UNKNOWN,YES,High,2020-02-12
TER,2019,4,LOSER,Teradyne,Technology,True,,76.90847110748291,DOWN,0.4,4.0,-19.9348,True,False,,"**PART 1 - Analysis:**
Management tone: Balanced. The company delivered a modest EPS beat (0.88 vs 0.79) and the stock popped on the print, but there is no evidence of an explicit upward guidance revision or other durable upside catalysts; with a >10% pre-earnings run-up the setup has elevated sell‑the‑news risk. Main upside drivers: actual EPS beat and positive intraday market reaction (earnings-day +3.56%) that can attract momentum buyers. Main downside drivers: large pre-run-up (+10.21%) impl",3232,1234,0.003276,medium,DIR_TOO_LOW,0.1139240506329113,3.5603,10.21,0,0,4.0,NO,0.0,0.0,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2019-10-22
IQV,2020,1,GAINER,IQVIA,Healthcare,True,,92.88662815093994,DOWN,0.4,4.0,11.609,False,False,,"**PART 1 - Analysis:**
Management tone reads as Balanced for the medium term (next 1–2 quarters) — the company delivered a marginal EPS beat but offered no clear upside guidance or strongly bullish language. Upside drivers: decent reported revenue and a small EPS beat with a positive intraday reaction. Downside drivers: a large pre-earnings run-up (+11.38%) that likely priced in good news, only a modest earnings-day move (+3%), and no evidence of raised guidance or accelerating demand — raising ",3233,1134,0.003076,medium,DIR_TOO_LOW,0.0135135135135135,3.0331,11.38,0,0,4.0,NO,0.0,0.0,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Medium,2020-02-12
CNC,2019,2,LOSER,Centene Corporation,Healthcare,True,,94.10198307037354,UP,0.7,7.0,-12.6078,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they raised revenue and EPS outlook and expressed confidence around membership growth and the WellCare integration. Key upside drivers: strong membership additions (+2.2M YoY), 29% revenue growth and an EPS beat ($1.34 vs prior $0.90) plus an explicit guidance raise. Key downside drivers: margin compression (HBR +100 bps to 86.7%), higher interest expense and a QoQ decline in operating cash flow — these raise near-term margin and pr",5472,1400,0.004168,low,HAS_VETOES,,0.7089,-2.2,3,1,7.0,NO,3.0,1.0,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,Low,2019-04-23
ROL,2020,2,GAINER,"Rollins, Inc.",Consumer Cyclical,True,,86.00847697257996,DOWN,0.4,4.0,10.7154,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — management shows cautious optimism (stabilization and new service growth) but repeatedly flagged commercial weakness, higher bad-debt/costs, and more conservative capital deployment. Bullish drivers: modest EPS beat, meaningful EBITDA and gross‑margin expansion, and strong residential revenue; these support near-term positive sentiment and explain the intraday rally. Bearish drivers: organic revenue growth is small (2.5%) once acquisi",5391,1514,0.004376,medium,HAS_VETOES,0.25,4.9125,5.3,2,2,4.0,NO,2.0,2.0,NO,YES,YES,UNKNOWN,NO,NO,YES,NO,UNKNOWN,YES,Medium,2020-04-29
TPR,2019,2,LOSER,"Tapestry, Inc.",Consumer Cyclical,True,,82.39509105682373,DOWN,0.3,3.0,-21.3177,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — commentary emphasized modest, low-to-mid single-digit top-line guidance, one-time integration/ERP charges and a measured outlook rather than bullish language. Main upside drivers: strong operating cash flow and higher free cash flow, slight gross margin tick, stable Coach comps (international strength) and continued store expansion. Main downside drivers: revenue essentially flat with Kate Spade down, operating margin compression and ",5141,1357,0.003999,high,HIGH_RISK,,-14.8308,-13.51,1,3,3.0,NO,1.0,3.0,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,High,2019-05-09
LW,2023,4,LOSER,Lamb Weston,Consumer Defensive,True,,87.48864102363586,DOWN,0.4,4.0,-14.1627,True,False,,"**PART 1 - Analysis:**
Management tone: Moderately cautious — they celebrate record sales and margin expansion but repeatedly flag acquisition-driven growth, 10% volume declines, cash flow deterioration, higher leverage and operational headwinds (capacity, ERP, transportation). Main upside drivers: stronger-than-expected EPS and big margin expansion/EBITDA beat this quarter. Main downside drivers: underlying demand softness (volumes down 10%), much of the revenue beat came from acquisitions ($38",5184,1384,0.004064,high,HIGH_RISK,0.1619047619047618,-6.824,-6.28,1,3,4.0,NO,1.0,3.0,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,High,2023-07-25
IQV,2023,4,GAINER,IQVIA,Healthcare,True,,95.57775211334229,DOWN,0.4,4.0,17.4757,False,False,,"**PART 1 - Analysis:**
Management tone: Moderately optimistic — they highlighted strong bookings, double-digit pipeline growth, rising RFP flow and a growing backlog, but explicitly quantified a ~$300M step-down in COVID revenue and flagged FX/M&A headwinds. Near-term upside drivers include record net-new bookings, improving pipeline/backlog and modest EBITDA growth; downside risks that matter for the next 30 trading days are a large >10% pre-earnings run-up, only in-line/incremental beats (EPS ",5366,1299,0.00394,medium,DIR_TOO_LOW,0.0070921985815602,13.0998,13.59,3,0,4.0,NO,3.0,0.0,NO,YES,YES,UNKNOWN,YES,NO,NO,NO,NO,NO,Medium,2024-02-14
